,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,color
Mtx3,1355.0090131258,-0.103840607880888,0.0581691600827665,-1.78514882685494,0.0742371798579284,0.06691014165887,#BEBEBEB2
Zfyve16,499.248870177888,-0.0518822844198646,0.102840713247056,-0.50449168215342,0.613915905817199,0.0955481334185828,#BEBEBEB2
Dhfr,171.16726571518,0.333676740850143,0.150804203283339,2.21264880941822,0.0269218671758587,0.0478727552139764,#FF0000B2
Rasgrf2,1351.2705273679,-0.000467440725688313,0.0732690611403453,-0.00637978320471365,0.994909704010273,0.0999432745036752,#BEBEBEB2
Erbb2ip,1311.73092565941,0.0753287163815661,0.0819288500416401,0.919440665202557,0.357865127472414,0.0901027075900605,#BEBEBEB2
Nln,276.804128004662,0.0388349432928992,0.108311783523686,0.358547722412923,0.719933461117815,0.096903466041147,#BEBEBEB2
Trappc13,1524.72301380689,-0.0175531315398354,0.0597415242962705,-0.293817938972997,0.768897026498969,0.0976311827609725,#BEBEBEB2
Trim23,1109.65158070168,-0.0750636518449624,0.067142890450032,-1.11796872821293,0.263580349563008,0.0864505976827067,#BEBEBEB2
Ppwd1,114.539831065786,0.137652025150398,0.148809105058354,0.925024212036084,0.354953313266275,0.0900134400060564,#BEBEBEB2
Cwc27,222.226127537731,0.160408646316905,0.122739631573038,1.30690180719218,0.191246062268666,0.0814619326618171,#BEBEBEB2
Srek1ip1,195.953607883406,-0.0946930262952918,0.165420645413285,-0.572437775579412,0.567025429997103,0.0949773958492872,#BEBEBEB2
Rgs7bp,12342.8935558778,-0.0703004969429775,0.0527148730676352,-1.33359890391426,0.182335342372333,0.0810288685254338,#BEBEBEB2
Rnf180,189.370067385834,-0.378806914373436,0.14007129303986,-2.70438650313337,0.00684306422562707,0.0291734821901565,#00FF00B2
Htr1a,114.83738327195,-0.63908999017584,0.226706880906133,-2.81901452492945,0.00481713382679488,0.0249841266973492,#00FF00B2
Parp8,507.458114121292,0.10673749845452,0.0949521887848726,1.12411835704334,0.260962818668134,0.0863023431719968,#BEBEBEB2
Emb,3753.59155628473,-0.0777110824743884,0.0639503796991507,-1.2151778119219,0.224298281055044,0.0843996822237917,#BEBEBEB2
Hcn1,1974.65497471675,-0.0997767793538426,0.0760066727239997,-1.31273710291409,0.189271550611846,0.0813799187082672,#BEBEBEB2
Mrps30,245.989471454974,-0.10716023969368,0.125310338833793,-0.8551588056578,0.392463238112396,0.0910549114164447,#BEBEBEB2
Slc4a7,243.587836433726,-0.144670328059994,0.121093823459299,-1.19469617794849,0.232205756297307,0.0849608944679821,#BEBEBEB2
Psmd6,2116.54092778895,0.0627096733897762,0.0666412392727977,0.941004010040577,0.34670280419823,0.0895575819662757,#BEBEBEB2
Atxn7,483.709637582187,-0.0817624443375792,0.0918098346131605,-0.89056302826472,0.373163641092088,0.0905141288454397,#BEBEBEB2
Ptprg,1633.5940746547,-0.021676474598012,0.0904173343559432,-0.239738040857064,0.810533342418613,0.0979882413346126,#BEBEBEB2
4930452B06Rik,221.420648090285,-0.37523746131943,0.136047602484197,-2.75813358315534,0.0058132436766207,0.0274258476426709,#00FF00B2
Pdhb,3531.12735776753,-0.0583159401256588,0.0439848877982932,-1.32581763975585,0.184900108649148,0.0810863025471419,#BEBEBEB2
Fam107a,666.343368201418,0.668531774886057,0.262160457634062,2.55008623695352,0.0107696275918332,0.0351488188185517,#FF0000B2
Kctd6,685.061770894194,0.106569320489627,0.0814648009052742,1.30816400832482,0.190817686853854,0.0813799187082672,#BEBEBEB2
Map3k1,661.181080457243,-0.105163854348201,0.0703712935914779,-1.49441411378199,0.135067414873112,0.0761352009310386,#BEBEBEB2
Il6st,9393.79347647554,-0.0267144629994565,0.0430887785501161,-0.619986546343734,0.53526664443062,0.0944656512009531,#BEBEBEB2
Ddx4,68.5788432129379,0.284950701999186,0.2526353594787,1.12791298330989,0.25935667014909,0.0862079808231798,#BEBEBEB2
Ppap2a,1714.85449765,0.0839901695911405,0.0739532246445078,1.13572017981474,0.256073692235347,0.0860533729806078,#BEBEBEB2
Gpx8,328.096739744204,-0.0105747064851178,0.122168518121864,-0.0865583592867146,0.931022566092474,0.0994850289215016,#BEBEBEB2
BC067074,182.286290896861,-0.0467163578562629,0.143214480605321,-0.32619856357268,0.744274128112896,0.0972671835286072,#BEBEBEB2
Ndufs4,918.585868525516,-0.0311569109944166,0.0751688217537246,-0.414492475304401,0.67851347665989,0.0963678528231009,#BEBEBEB2
Fst,79.0359255971991,0.51774774108068,0.287497920994844,1.80087473081228,0.0717226266504501,0.0664622972016246,#BEBEBEB2
Kat6b,583.861488374709,0.0178978542553469,0.0809945283323665,0.220976090902114,0.825111049507198,0.0980822216244463,#BEBEBEB2
Samd8,1616.35996300307,0.0230711925476542,0.0611543877414152,0.377261442714598,0.705979323042073,0.0966734484277693,#BEBEBEB2
Vdac2,3644.16360453206,-0.0273241852751744,0.0420976895299608,-0.649066150191636,0.516295619990005,0.0941861143015351,#BEBEBEB2
Nkiras1,1618.12710520227,-0.0191374308886963,0.0610668524943547,-0.313384923358633,0.753988237177568,0.0975015537740658,#BEBEBEB2
Comtd1,26.6816371541256,0.290270790044284,0.317779577403667,0.91343437616685,0.361014132802905,0.0902377518520288,#BEBEBEB2
Ube2e1,408.786157372672,-0.00348338757507538,0.0920857364748959,-0.0378276561433052,0.969825093734454,0.0998632563731432,#BEBEBEB2
Nr1d2,1815.15949048891,0.150452485248201,0.0661035290673333,2.2760129053768,0.0228452372122472,0.046716334454785,#FF0000B2
Thrb,125.25346639219,-0.114045134617188,0.158641212355078,-0.718887185266378,0.472210432812506,0.0931493113346575,#BEBEBEB2
Dlg5,944.15514683945,-0.0721031992819417,0.064613489399771,-1.11591557663495,0.264458273582417,0.0865600514028373,#BEBEBEB2
Ngly1,1018.57645352337,0.0872412046666971,0.0678354407770824,1.28607116969115,0.198418224742447,0.0819966153509715,#BEBEBEB2
Oxsm,305.73596460765,0.118509783759301,0.105599252633363,1.12225968275328,0.261752043046068,0.0863023431719968,#BEBEBEB2
Fam213a,1184.30216575203,0.0219042365614288,0.0693161116108733,0.316004981416078,0.751998727112471,0.0974072647769426,#BEBEBEB2
Glud1,4996.67403350145,0.020029627342812,0.0385682473784111,0.519329466705915,0.603531008210923,0.0953644716164735,#BEBEBEB2
Bmpr1a,2022.66421809547,0.0951838763940058,0.0567316940039387,1.67779013239755,0.0933880763691134,0.0713343773067642,#BEBEBEB2
Ldb3,490.196163679581,-0.0846909739445841,0.115549788154099,-0.732939240283495,0.463595488475966,0.0930859013999839,#BEBEBEB2
Cdhr1,713.517025110981,-0.129699311508454,0.0976760043901795,-1.32785234529407,0.184226890367295,0.0810863025471419,#BEBEBEB2
Nid2,610.346570791129,-0.10699662804238,0.0985759856800804,-1.08542285734406,0.277734413323538,0.0872062163162308,#BEBEBEB2
2700060E02Rik,1301.04736769168,0.0397509811199195,0.0576842867878449,0.689112812751214,0.490752277591487,0.0936320173743086,#BEBEBEB2
Nudt13,198.885103526898,0.0219619291397993,0.118366374354353,0.185541960371717,0.852803971953463,0.0983242275250712,#BEBEBEB2
Ecd,886.598044180063,0.0391843097196346,0.0678528191778982,0.577489781476878,0.563608639586507,0.0949547125892948,#BEBEBEB2
Dnajc9,463.58429742516,0.0263125784687031,0.095296849529562,0.276111735053116,0.782462247639031,0.0976886067654761,#BEBEBEB2
Anxa7,4471.1244592411,-0.027171416598187,0.0460640712152754,-0.58986137962501,0.555283588065947,0.0948107145535733,#BEBEBEB2
Ppp3cb,4410.99547742159,-0.0244887118353497,0.0356651177363659,-0.686629216153682,0.492316412655134,0.0936320173743086,#BEBEBEB2
Zswim8,2650.47962552038,0.0021661731667249,0.0643913654973192,0.0336407397171144,0.973163635044052,0.0999024929120249,#BEBEBEB2
Camk2g,9032.05774721964,0.0346221350600415,0.0413040011478287,0.838227147440932,0.401903142994853,0.0914259298076294,#BEBEBEB2
Plau,101.448604017047,0.0865295872801895,0.190518828240326,0.454178666116078,0.649700236816522,0.0959745706361652,#BEBEBEB2
Vcl,1259.07032300548,0.0440110486850248,0.0614711998404866,0.715962089551372,0.474014757923946,0.0932198968462133,#BEBEBEB2
Ap3m1,1780.28610660829,0.0182987393794413,0.0594295983079776,0.307906159564012,0.758153738699176,0.0975588054253733,#BEBEBEB2
Txndc16,1627.2400840965,-0.142309728816715,0.0698854143537575,-2.03632947064387,0.0417172824269088,0.055577684277042,#BEBEBEB2
Ero1l,1018.22883290675,-0.0604560300293137,0.0768983689145171,-0.786180914923159,0.431761505439174,0.0922173228147006,#BEBEBEB2
Psmc6,2702.51455467387,0.0117054538120764,0.0600912939928477,0.194794504066923,0.845553824994826,0.0982881766115034,#BEBEBEB2
Bmp4,47.1873440586487,0.529104935197753,0.367567957815268,1.43947513363956,0.150015950347044,0.0777055351220838,#BEBEBEB2
Samd4,519.419301151374,0.000240213239652372,0.134267230236144,0.00178906825760756,0.998572530820531,0.0999715851403942,#BEBEBEB2
Mapk1ip1l,1258.130723698,0.0595707806873018,0.0607272042991046,0.980957074755048,0.32661390994678,0.0887051272938104,#BEBEBEB2
Ktn1,2180.35549446305,-0.0195703481125556,0.0575635233526056,-0.339978287859091,0.733872878844126,0.0970815598200638,#BEBEBEB2
Peli2,1868.05137588569,-0.028413454894745,0.0938911852135187,-0.302621112196312,0.762178623261293,0.0975947983071838,#BEBEBEB2
Slc35f4,171.970633856344,0.176566317541588,0.130437614419199,1.35364571276304,0.17584943543538,0.0804869695921137,#BEBEBEB2
Anxa11,441.021076085514,-0.146075779738949,0.0944393261371304,-1.54676855197844,0.121919065997361,0.0744803135435484,#BEBEBEB2
Ppif,404.335085013228,-0.102870314714255,0.103942571018178,-0.989684146799338,0.322328526108062,0.0885031337893543,#BEBEBEB2
Slmap,2713.38454549406,-0.00521321927488636,0.0537593682124333,-0.0969732243557256,0.922747658080941,0.0994724126897204,#BEBEBEB2
Pnp,270.252168018715,0.334872385698004,0.134783270770434,2.48452485077593,0.0129724453486707,0.0373762052124222,#FF0000B2
Rnase4,299.139846289411,0.00475736962455796,0.162265841938125,0.0293183677336851,0.976610677865699,0.0999024929120249,#BEBEBEB2
Arf4,1842.93577644967,-0.00415517448190922,0.0566983284178361,-0.0732856611095802,0.941578801793165,0.0996068154490734,#BEBEBEB2
Hacl1,207.795253802418,-0.117412747945385,0.126122605833214,-0.930941342114777,0.35188390752002,0.0898108395342262,#BEBEBEB2
Gpr65,26.933909384264,-0.53411128892282,0.361290581802263,-1.47834268543192,0.139316077882178,0.0765200389714098,#BEBEBEB2
Eaf1,1623.25070800144,0.00115334062705639,0.0590538320490685,0.0195303266026508,0.984418044522982,0.0999146064048841,#BEBEBEB2
Mettl6,247.161257538397,0.0173394068789665,0.113030132373336,0.153405171832364,0.878078766630154,0.0987454531426463,#BEBEBEB2
Sh3bp5,1692.45870170861,0.116663837639204,0.100187152275743,1.16445906475226,0.244238023294959,0.0853105832114863,#BEBEBEB2
Capn7,1350.87672723967,-0.0252153597934168,0.0662582295638477,-0.380561931089916,0.703528333897776,0.0966734484277693,#BEBEBEB2
Arhgef3,670.555015371017,0.0557888204196941,0.0726760939021853,0.767636473346796,0.442703187147991,0.0925713764700367,#BEBEBEB2
Btd,401.268652317311,0.0177070532631636,0.0827574913449416,0.213963146724189,0.830575796295502,0.0981364862382501,#BEBEBEB2
Bap1,2807.73183441352,-0.0543215855108216,0.0456130718227543,-1.19092144729711,0.233684424021717,0.0849608944679821,#BEBEBEB2
Phf7,106.900675352954,-0.35303309730047,0.173848323464648,-2.03069601285088,0.0422858410706422,0.0558045488897363,#BEBEBEB2
Galnt15,189.603501824334,0.4960914005493,0.214695672220371,2.31067256931055,0.0208509474918936,0.0448892009633463,#FF0000B2
Sema3g,1302.60330681305,-0.0498431566525434,0.0890145427754874,-0.559943972056992,0.575517654485586,0.095101537987771,#BEBEBEB2
Dph3,662.646841613697,-0.124632641007448,0.0711878425555645,-1.7507573840318,0.0799877101844809,0.0683866218353562,#BEBEBEB2
Oxnad1,215.935522854632,0.166549238028324,0.130069129039821,1.28046708129594,0.200380914919399,0.0821464060445315,#BEBEBEB2
Nisch,8112.24145618797,-0.0794915454924543,0.0449083971641553,-1.77008200051955,0.0767134815479719,0.0677087944654332,#BEBEBEB2
Parg,919.401231122637,0.0184896976546899,0.0645985576713708,0.286224620505487,0.774706087773995,0.0976311827609725,#BEBEBEB2
Ogdhl,935.19662779109,-0.148773800267901,0.0812362283600227,-1.83137256949652,0.0670449526715132,0.0649327641219025,#BEBEBEB2
Glt8d1,662.946550713311,-0.0685681702255111,0.0836597076614213,-0.819608054369649,0.412439580586049,0.0917780791481564,#BEBEBEB2
Spcs1,1536.47356535239,0.0685823479290516,0.0657578221904317,1.04295345625103,0.296969849771343,0.0877055256820481,#BEBEBEB2
Nek4,404.836383809934,-0.0329935912559894,0.101128007121384,-0.326255724750783,0.744230883548969,0.0972671835286072,#BEBEBEB2
Ebpl,198.320596892014,-0.0835200718063494,0.1214662983243,-0.687598724572648,0.491705511615773,0.0936320173743086,#BEBEBEB2
Kpna3,1506.97451620687,-0.0351021967830801,0.0732119888862822,-0.479459680266345,0.631611645322395,0.0957532268000858,#BEBEBEB2
Spryd7,1678.17854161252,0.0689028458971142,0.0581769147102947,1.18436748047283,0.23626762723432,0.0850856861339717,#BEBEBEB2
Rnaseh2b,164.916913525187,0.132264760944009,0.157381142657221,0.840410475555407,0.400678277637433,0.0913508130594434,#BEBEBEB2
Mapk8,1537.45713548852,-0.0569612422400683,0.0674610519132886,-0.84435745700028,0.398469687906279,0.091178164117684,#BEBEBEB2
Pspc1,753.213109417646,0.0385008742226806,0.0860683559458852,0.447329030507888,0.654637509195698,0.0960313453815054,#BEBEBEB2
Ctsb,30430.1513086458,0.0503645030205087,0.0286492238604107,1.75797094071039,0.0787524538919729,0.0682793509140665,#BEBEBEB2
Gdf10,140.115069200746,-0.495286310042521,0.851178650317652,-0.581882910077321,0.560645552610489,0.0949097052931196,#BEBEBEB2
Zmym2,1604.26950573065,-0.0751750047263889,0.0665103595700669,-1.13027512123422,0.258360314361854,0.0862079808231798,#BEBEBEB2
Cryl1,140.930629188644,-0.119116156972659,0.17624388397511,-0.675859804527919,0.499129660129494,0.0936320173743086,#BEBEBEB2
Prkcd,3648.73062943797,-0.0679681936462026,0.0580290036719361,-1.17127969369347,0.241486370914034,0.0852745637589309,#BEBEBEB2
N6amt2,251.116419694794,0.0111622500507286,0.121413749403855,0.0919356341891717,0.926749179349578,0.0994724126897204,#BEBEBEB2
Xpo4,286.310323381527,-0.0372234925072542,0.106544889299439,-0.349369103971185,0.726812225185531,0.0969546506414818,#BEBEBEB2
Tkt,5303.04649660802,-0.00566206680469705,0.0768499615799526,-0.0736768983131682,0.941267481293645,0.0996036898341773,#BEBEBEB2
Pinx1,71.0821223947119,0.190766696632086,0.196391150239525,0.971360962036328,0.331368561167573,0.0889561236035766,#BEBEBEB2
Lats2,1794.06170058299,-0.0138614281148443,0.0732410571231412,-0.189257619418831,0.849890909795845,0.098313647645183,#BEBEBEB2
Dcp1a,382.262330692791,0.0545451596033599,0.112542976997836,0.484660714141309,0.627917038306014,0.0956177208688073,#BEBEBEB2
Sap18,1911.04275622038,0.0902691467016218,0.0562701253262847,1.60421086994551,0.108667579527607,0.072996632104947,#BEBEBEB2
Ska3,24.1697245444969,-0.0329714638804405,0.39894659986608,-0.0826463087829512,0.934132778116621,0.0994878360563574,#BEBEBEB2
Mrpl57,421.841076400599,0.0499113222182481,0.0973686896836278,0.512601354505446,0.608230205525727,0.0953795327080464,#BEBEBEB2
Zdhhc20,811.111601302167,0.0617782075638062,0.0813079037967258,0.759805685290511,0.447370744060809,0.0927241846754916,#BEBEBEB2
Hmbox1,6017.11838068517,-0.0266033869440583,0.0500069806562692,-0.531993465610749,0.594730521226751,0.0952328890673379,#BEBEBEB2
Micu2,652.47800315131,0.117703681398896,0.109312273939698,1.07676546426824,0.28158505779268,0.0872062163162308,#BEBEBEB2
Fgf9,581.837331883113,0.00457627847650149,0.0888288877563375,0.0515179081050128,0.958912832195004,0.0998231696586013,#BEBEBEB2
Ints9,472.644945111997,-0.0703802303122278,0.0893881410376376,-0.787355341494278,0.431073881653961,0.0922173228147006,#BEBEBEB2
Extl3,4016.43995813961,0.0318171093741525,0.0513512934152537,0.619597039491538,0.53552311634618,0.0944656512009531,#BEBEBEB2
Cab39l,2672.96281482878,0.0225364539553472,0.0625297040549311,0.360411972133266,0.718539074917888,0.0968712337835584,#BEBEBEB2
Cdadc1,1033.60186046494,-0.0354021401505873,0.0685748749524003,-0.516255263683103,0.60567613697514,0.0953644716164735,#BEBEBEB2
Atp8a2,4796.90515029769,-0.0269443799067193,0.0745615287697785,-0.361371076361842,0.717822066901133,0.096867113865506,#BEBEBEB2
Amer2,457.782006155922,-0.152380011265067,0.116880795976918,-1.30372153946624,0.192328542637276,0.081471799897807,#BEBEBEB2
Mtmr6,9759.75623123169,0.00653912305748983,0.0434009842986053,0.150667621095865,0.880237916225343,0.0987831764204842,#BEBEBEB2
Spata13,2296.72296442967,-0.0221915865285922,0.0602267182613167,-0.368467470405834,0.712524696406509,0.0967934622757549,#BEBEBEB2
Cacna2d3,1617.03874970012,-0.0579028304160274,0.0686190375037011,-0.843830408039522,0.39876418078134,0.0912053434283082,#BEBEBEB2
Mipep,530.216438163208,-0.0829655171235855,0.10746722984311,-0.77200759007844,0.440109932093961,0.092500123566924,#BEBEBEB2
Wnt5a,729.447121002142,-0.080369252810512,0.0979929630810554,-0.820153307784296,0.412128716080027,0.0917560286377282,#BEBEBEB2
Esd,1821.94638267446,0.159057010966224,0.0675913149069236,2.35321669929418,0.0186117841467922,0.0427055303978162,#FF0000B2
Lcp1,4558.07640294042,-0.135721776099493,0.0431089192888895,-3.14834559386584,0.001641974431215,0.015648688101108,#00FF00B2
Zc3h13,775.399569153642,-0.0127898157736623,0.0786143198235382,-0.162690662494708,0.870761999287622,0.0985873492306084,#BEBEBEB2
Slc25a30,416.504005353457,-0.0653797089459468,0.109265623467184,-0.598355703022941,0.549602616164347,0.0947989118401078,#BEBEBEB2
Gpalpp1,1010.24664555049,5.45182926088406e-05,0.0755065360629697,0.000722034084087427,0.99942390020199,0.0999880605817719,#BEBEBEB2
Nufip1,220.466740679821,0.0414307250878378,0.132819514732491,0.311932513616562,0.755091812165498,0.097514467177714,#BEBEBEB2
Tsc22d1,6848.37086340345,-0.0272674955836025,0.0416754262537346,-0.654282344170603,0.512929918708303,0.0940796170069149,#BEBEBEB2
Enox1,882.66231171584,-0.0847503103618506,0.0820262240431838,-1.03320994414216,0.301505660254763,0.0878704228668966,#BEBEBEB2
Dnajc15,444.888960816522,0.00172008980727511,0.0929149472105267,0.0185125198788278,0.985229989858659,0.0999146064048841,#BEBEBEB2
Epsti1,24.5941564846138,-1.05193270065562,0.422792101667935,-2.48806138171857,0.012844156264993,0.0373185393918852,#00FF00B2
Akap11,5663.32998369983,-0.0734730326587243,0.0551727558579981,-1.33169046055678,0.18296192523801,0.0810863025471419,#BEBEBEB2
Rgcc,936.648344624948,0.000638302978337565,0.0913428870877988,0.00698798777538122,0.994424437820598,0.0999432745036752,#BEBEBEB2
Tdrd3,1060.63901246447,0.0245775166003154,0.0598487321801969,0.410660605580008,0.68132141717426,0.0964019564337924,#BEBEBEB2
Naa16,135.183396774431,-0.133455098137129,0.157126079941042,-0.849350395473524,0.395686346428853,0.091178164117684,#BEBEBEB2
Diap3,173.391198174568,-0.149486632625585,0.150402910951935,-0.993907841806047,0.320267736267639,0.0884508797485953,#BEBEBEB2
Mtrf1,125.282160942663,0.113140351095225,0.156945442863336,0.720889686448203,0.470977388851853,0.0931493113346575,#BEBEBEB2
Wbp4,1733.57091500193,-0.0239944020803387,0.0523461732983478,-0.458379296297023,0.646679963383659,0.0959362521354996,#BEBEBEB2
Sugt1,1502.39192829273,-0.000233808675898656,0.0704505437729186,-0.003318763254011,0.997352014899567,0.0999432745036752,#BEBEBEB2
Lect1,349.591691026685,-0.203025355483829,0.1260522020888,-1.61064505117335,0.107257108584544,0.0727706414736599,#BEBEBEB2
Elp3,2107.61644716691,-0.0119084393620398,0.0547788389212229,-0.217391233486443,0.827903462515335,0.0981364862382501,#BEBEBEB2
Scara5,242.966250719099,-0.164919890535645,0.310094906976867,-0.531836824227325,0.594839015869539,0.0952328890673379,#BEBEBEB2
Ccdc25,775.487541364554,0.0176049762721982,0.0783017789525737,0.224834946379205,0.822107678720124,0.0979928483425244,#BEBEBEB2
Clu,9006.06142012621,0.0533799094316638,0.0651614365736821,0.819194791252089,0.412675286235339,0.0917791886281866,#BEBEBEB2
Ephx2,142.645681205102,-0.0783944260665978,0.153716660744747,-0.509993033200059,0.610056342630588,0.0954408435748372,#BEBEBEB2
Trim35,3242.52633028011,0.0289380912028477,0.0486477974812809,0.594848948998825,0.551944444536273,0.0947994344866742,#BEBEBEB2
Stmn4,598.665349552364,0.321910301210768,0.0951835577156761,3.38199484171783,0.000719614958674945,0.0115608376723727,#FF0000B2
Dpysl2,4111.54909799121,0.0524638997097251,0.0674227147416318,0.778133896132337,0.436490081829561,0.0924619428347017,#BEBEBEB2
Bnip3l,3067.89763999123,0.000315637269743217,0.066540223156013,0.00474355592410865,0.996215204158673,0.0999432745036752,#BEBEBEB2
Ppp2r2a,1853.95421008714,-0.0650593669724234,0.0598955934027549,-1.0862129127755,0.277384805674957,0.0872062163162308,#BEBEBEB2
Ebf2,154.468305591058,-0.313726795398463,0.195126658472512,-1.60781103850378,0.1078765701265,0.0728434374094623,#BEBEBEB2
Nefm,84228.8571230991,0.0344440157527997,0.0806611109873257,0.427021340658349,0.669363784020467,0.0962952973442694,#BEBEBEB2
Nefl,46079.2146830508,-0.000453310843783151,0.0558898458341191,-0.00811079073520037,0.993528596250028,0.0999432745036752,#BEBEBEB2
Adam7,36.8201886873594,0.323124918547134,0.304221287580715,1.06213776529824,0.288173147780283,0.0875544133372826,#BEBEBEB2
Pibf1,216.337771360457,-0.135645628830002,0.112618336316709,-1.20447196492527,0.228407211539368,0.0847150921388529,#BEBEBEB2
Bora,83.0262884803892,-0.171259880502566,0.202440519352244,-0.845976294916416,0.397565968494375,0.091178164117684,#BEBEBEB2
Tnfrsf10b,33.1480521421977,-0.171900006974324,0.331859105995881,-0.517990930092053,0.604464597500813,0.0953644716164735,#BEBEBEB2
Rhobtb2,1898.96309187811,-0.0358958077546399,0.055303649089529,-0.649067617518864,0.516294671603096,0.0941861143015351,#BEBEBEB2
Klhl1,21.4520111941926,0.148463183258775,0.407410828595331,0.364406571545105,0.7155544289638,0.0968435032030077,#BEBEBEB2
Bin3,385.060059407331,-0.0658758912469424,0.100785787055518,-0.653622828888113,0.513354832705538,0.0940796170069149,#BEBEBEB2
Pdlim2,505.560197154983,0.176784984825806,0.0936448374438135,1.88782414120667,0.0590495631314541,0.0620671694826571,#BEBEBEB2
Sorbs3,1996.13984277132,0.176137474317916,0.0861532763834255,2.04446634779176,0.0409074986237662,0.0549283722547882,#BEBEBEB2
Ppp3cc,919.644898126844,-0.0171016528955562,0.0735271142501154,-0.232589746924949,0.816079989756525,0.0979882413346126,#BEBEBEB2
Slc39a14,600.485783557032,-0.0204627524412302,0.0834829477430489,-0.245112960124651,0.806368968241918,0.0979774279729555,#BEBEBEB2
Fam160b2,964.010951172071,-0.0420633084779888,0.0752937506534691,-0.558656038687465,0.576396487164317,0.095101537987771,#BEBEBEB2
Hr,983.882860096473,-0.13232553292554,0.113033466052551,-1.17067570823688,0.241729153026374,0.0852745637589309,#BEBEBEB2
Bmp1,593.58888616583,0.0377060290221937,0.119447314257694,0.315670798096367,0.752252393903811,0.0974072647769426,#BEBEBEB2
Dmtn,5150.44316006625,-0.0705534955307372,0.058379231828667,-1.20853757955911,0.226840549899489,0.0846201276154818,#BEBEBEB2
Xpo7,1924.50120116078,-0.110472049934005,0.0506480095820048,-2.18117258399145,0.0291706538190867,0.048495586960984,#00FF00B2
Dok2,22.2780084223895,-0.383913496987736,0.382144995551521,-1.00462782832904,0.315076092134389,0.0884343681189352,#BEBEBEB2
Gfra2,2574.17005519066,0.0756830278011217,0.0680387466066745,1.1123518814748,0.265986885017895,0.086654146033053,#BEBEBEB2
Rb1,721.034199145088,-0.0933404073470587,0.0870031435104906,-1.07283948120569,0.283343143148703,0.0872103740068345,#BEBEBEB2
Rcbtb2,592.346083068259,-0.0665233679091827,0.0898290634552265,-0.740555064813071,0.4589632620755,0.0930859013999839,#BEBEBEB2
Itm2b,14750.4792796548,-0.0705997013379451,0.0380744696332068,-1.85425304720125,0.0637029660389789,0.0639939493694451,#BEBEBEB2
Med4,408.580854582964,0.0525200372407986,0.0989831819870665,0.530595563675262,0.595699070572568,0.0952328890673379,#BEBEBEB2
Sucla2,4203.62788832505,-0.044348320254894,0.056122228488027,-0.790209538175328,0.429405406577732,0.0921535848525549,#BEBEBEB2
Uchl3,293.97087720943,-0.10282213117142,0.12970015228806,-0.792768006494359,0.427912999845059,0.0920960001924889,#BEBEBEB2
Gpc5,120.000976113653,-0.182304546080766,0.176438921959784,-1.03324450215309,0.301489491691976,0.0878704228668966,#BEBEBEB2
Spry2,424.95794564674,0.244874012337039,0.112462109539774,2.17739124171803,0.0294513885983485,0.048495586960984,#FF0000B2
Rbm26,902.490736773559,-0.0349635549461222,0.065645691571844,-0.532610048107383,0.594303545065179,0.0952328890673379,#BEBEBEB2
Rnf219,587.677852159165,-0.00900792862515153,0.0804761114597508,-0.111932950806858,0.910876569800691,0.0994097167573163,#BEBEBEB2
Ednrb,2815.34235547409,-0.223104316735162,0.0720449743556638,-3.0967367082923,0.001956635764602,0.0163382944790822,#00FF00B2
Scel,25.5627463522414,0.184849307909208,0.30503879816433,0.605986218873134,0.544523904504882,0.0947736231186413,#BEBEBEB2
Fbxl3,1864.13414579031,-0.0252402243047033,0.0705699009996761,-0.357662742148655,0.720595718506287,0.0969349828222269,#BEBEBEB2
Cln5,739.733567855361,0.105687243128502,0.0775721169420752,1.36243855775421,0.173059522280337,0.0799316921162333,#BEBEBEB2
Tgds,44.8664544139229,0.420857037483108,0.301070446119178,1.3978689801938,0.162152415249279,0.078529648952926,#BEBEBEB2
Gpr180,555.842570255692,-0.110628686147679,0.0798615674514552,-1.38525563269123,0.165974314967759,0.0789026548874,#BEBEBEB2
Dnajc3,2254.27647816278,0.0884639300198743,0.0696313300795887,1.27046158559315,0.203920258006383,0.0826961727149291,#BEBEBEB2
Mbnl2,9123.181944136,-0.00413711714825292,0.0424109710981619,-0.0975482768050135,0.922290997657074,0.0994724126897204,#BEBEBEB2
Nipbl,1158.1871164559,0.0596487439484226,0.0747639819254007,0.797827274742268,0.424970731162144,0.0920114378397531,#BEBEBEB2
Nup155,566.48169358931,-0.0714882997804797,0.0823057338068361,-0.868570104098168,0.385082312374563,0.0906860930896171,#BEBEBEB2
Osmr,521.858533653298,0.244990673129399,0.117475861589128,2.08545542731368,0.0370279800849658,0.0531440738267657,#BEBEBEB2
Fyb,74.6119694940722,0.0673385399103303,0.304922509387204,0.220838205895849,0.825218413913248,0.0980822216244463,#BEBEBEB2
Dab2,414.513061428811,0.0243475117484084,0.164724742220655,0.14780725360489,0.882494884672207,0.0988657082789122,#BEBEBEB2
Ttc33,749.487900198088,0.105570078216041,0.080449479755594,1.3122530877361,0.189434754984025,0.0813799187082672,#BEBEBEB2
Mroh2b,21.8718909094159,0.00800294555777528,0.35309578275216,0.0226650839480363,0.981917427649558,0.0999146064048841,#BEBEBEB2
Rab2b,1257.75833820792,-0.046348764611997,0.0593657613413433,-0.780732253150082,0.434959986703978,0.0923112655614778,#BEBEBEB2
